n_row,n_col,threads,average_time,speedup,total_runs
100000,100000,1,2832359.900000,1.000000,10
100000,100000,2,1610846.700000,1.758305,10
100000,100000,3,1266883.000000,2.235692,10
100000,100000,4,1054124.100000,2.686932,10
100000,100000,5,1086500.400000,2.606865,10
100000,100000,6,999597.800000,2.833500,10
