n_row,n_col,threads,average_time,speedup,total_runs
100000,100000,1,3470593.400000,1.000000,10
100000,100000,2,2082981.600000,1.666166,10
100000,100000,3,2630493.900000,1.319369,10
100000,100000,4,1770281.300000,1.960476,10
100000,100000,5,1706319.500000,2.033965,10
100000,100000,6,1702267.900000,2.038806,10
